sample_id,prompt,eval_name,mode,alpha,beta,candidate_pool,disable_gating,router_category,selection_group,selection_reason,classifier_model,classifier_raw_response,classifier_error,selected_model,selected_service,selected_tier,selected_advanced,router_similarity,router_capability_normalized,router_cost_normalized,router_internal_reward,router_category_boost,router_estimated_cost,router_latency_ms,error,selected_benchmark_performance,selected_benchmark_cost,oracle_model,oracle_utility,router_actual_utility,regret,oracle_agreement,max_candidate_performance,task_solvable,routing_success,routing_failure,task_unsolvable,benchmark_lookup_success,benchmark_lookup_error
mbpp.dev.107,['Write a function to find minimum of three numbers.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.423399,1.0,0.0,1.0,0.03,0.0,2973.958208996919,,1.0,0.0001224,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.108,['Write a python function to check whether all the bits are unset in the given range or not.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.352779,1.0,1.0,1.0,0.03,0.03096,2828.913958990597,,1.0,0.01291,mistralai/mixtral-8x7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.109,"['Write a function that takes in an array and an integer n, and re-arranges the first n elements of the given array so that all negative elements appear before positive ones, and where the relative order among negative and positive elements is preserved.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,claude-v2,Anthropic,advanced,True,0.296087,1.0,0.8,1.0,0.02,0.025088,1830.9410829970147,,1.0,0.006296,gpt-3.5-turbo-1106,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.11,['Write a function that returns the perimeter of a square given its side length as input.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.389835,1.0,0.0,1.0,0.03,0.0,765.6754159979755,,1.0,7.84e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.110,"['Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.335481,1.0,0.067042,1.0,0.02,0.002083,2007.6119999866933,,1.0,0.000196,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.111,['Write a function that takes in a list and an integer n and returns a list containing the n largest items from the list.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.343066,1.0,1.0,1.0,0.03,0.03103,2601.6694999998435,,1.0,0.00715,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.112,['Write a function to find the lateral surface area of a cylinder.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,claude-v1,Anthropic,standard,False,0.358583,1.0,0.8,1.0,0.03,0.024712,2941.8101659975946,,1.0,0.002072,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.113,['Write a function to find the volume of a cube given its side length.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.394281,1.0,0.0,1.0,0.03,0.0,3191.0925840056734,,1.0,7.68e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.114,['Write a python function to set all even bits of a given number.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.355351,1.0,0.0,1.0,0.03,0.0,2254.221332987072,,0.0,0.0001216,claude-instant-v1,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.115,['Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.284069,1.0,0.067063,1.0,0.02,0.002085,2831.2449590011965,,0.0,0.000411,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,0.0,False,False,False,True,True,
mbpp.dev.116,['Write a python function to count the number of non-empty substrings of a given string.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.348473,1.0,0.066914,1.0,0.02,0.002071,2858.0065830028616,,1.0,0.00021,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.117,"['Write a function that takes in positive integers m and n and finds the number of possible sequences of length n, such that each element is a positive integer and is greater than or equal to twice the previous element but less than or equal to m.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.419398,1.0,1.0,1.0,0.03,0.03135,2557.9362910066266,,1.0,0.01327,gpt-4-1106-preview,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.118,['Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.326302,1.0,1.0,1.0,0.03,0.03105,2306.99304198788,,1.0,0.00832,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.119,['Write a function to count the total number of characters in a string.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.393654,1.0,0.066872,1.0,0.02,0.002067,1588.2407909957692,,0.0,0.000174,mistralai/mistral-7b-chat,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.12,['Write a function to remove characters from the first string which are present in the second string.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.267718,1.0,0.066946,1.0,0.02,0.002074,2396.12004099763,,1.0,0.000304,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.120,['Write a python function to find the next perfect square greater than a given number.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.319838,1.0,1.0,1.0,0.03,0.03094,1811.6582919901703,,0.0,0.01003,mistralai/mixtral-8x7b-chat,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.121,"['Write a function that takes an array and finds the maximum sum of a bitonic subsequence for the given array, where a sequence is bitonic if it is first increasing and then decreasing.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.383409,1.0,1.0,1.0,0.03,0.03119,2047.4445420113625,,1.0,0.01526,gpt-3.5-turbo-1106,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.122,['Write a function for computing square roots using the babylonian method.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.41762,1.0,1.0,1.0,0.03,0.03091,2534.1402500052936,,1.0,0.01433,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.123,['Write a function to find the length of the longest palindromic subsequence in the given string.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.407214,1.0,0.0,1.0,0.03,0.0,2555.0142919964856,,0.0,0.0001824,mistralai/mixtral-8x7b-chat,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.124,['Write a function that takes in an integer n and calculates the harmonic sum of n-1.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.418938,1.0,0.066904,1.0,0.02,0.00207,2676.0352089913795,,0.0,0.000263,mistralai/mistral-7b-chat,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.125,['Write a function to find the intersection of two arrays.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.305335,1.0,1.0,1.0,0.03,0.03087,2462.0642910012975,,1.0,0.01358,meta/code-llama-instruct-34b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.126,['Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.273934,1.0,0.066989,1.0,0.02,0.002078,2656.011250001029,,1.0,0.000392,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.127,"['Write a function that takes in a list and an element and inserts the element before each element in the list, and returns the resulting list.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.312423,1.0,0.0,1.0,0.03,0.0,2521.171875006985,,0.0,4.44e-05,meta/code-llama-instruct-34b-chat,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.128,['Write a python function to convert complex numbers to polar coordinates.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.362923,1.0,1.0,1.0,0.03,0.03091,2573.228209002991,,1.0,0.01374,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.129,['Write a python function that returns the number of integer elements in a given list.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.373744,1.0,1.0,1.0,0.03,0.03094,2621.1965840047924,,1.0,0.00511,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.13,['Write a function to find whether a given array of integers contains any duplicate element.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.287477,1.0,1.0,1.0,0.03,0.03096,2489.485041005537,,1.0,0.00763,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.130,"['Write a function that takes in a list and length n, and generates all combinations (with repetition) of the elements of the list and returns a list with a tuple for each combination.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.351104,1.0,0.0,1.0,0.03,0.0,2491.525499994168,,0.0,0.0002032,claude-v2,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.131,['Write a python function that takes in a non-negative number and returns the number of prime numbers less than the given non-negative number.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.383514,1.0,1.0,1.0,0.03,0.03108,2481.158290989697,,1.0,0.01331,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.132,['Write a function that takes in two numbers and returns a tuple with the second number and then the first number.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.34491,1.0,0.066978,1.0,0.02,0.002077,2386.671000000206,,1.0,0.000138,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.133,['Write a function to maximize the given two tuples.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.398071,1.0,1.0,1.0,0.03,0.03086,2448.1777920009336,,0.0,0.01417,meta/code-llama-instruct-34b-chat,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.134,['Write a function to find the nth newman–shanks–williams prime number.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.422883,1.0,0.0,1.0,0.03,0.0,2475.1270420092624,,0.0,0.00010800000000000001,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,0.0,False,False,False,True,True,
mbpp.dev.135,['Write a function that takes in two tuples and performs mathematical division operation element-wise across the given tuples.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.372667,1.0,1.0,1.0,0.03,0.03104,2579.211292002583,,0.0,0.00809,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,0.0,False,False,False,True,True,
mbpp.dev.136,"['Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.352339,1.0,0.0,1.0,0.03,0.0,2629.9169169942616,,1.0,9.02e-05,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.137,"[""Write a function to calculate a dog's age in dog's years.""]",mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.459442,1.0,1.0,1.0,0.03,0.03088,2480.3010000032373,,0.0,0.00932,gpt-3.5-turbo-1106,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.138,"['Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.']",mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.336682,1.0,0.0,1.0,0.03,0.0,2588.736833000439,,0.0,8.2e-05,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,0.0,False,False,False,True,True,
mbpp.dev.139,['Write a function to find the lateral surface area of a cube given its side length.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.401875,1.0,0.0,1.0,0.03,0.0,2598.935125002754,,1.0,8.72e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.14,['Write a function to check if the given number is woodball or not.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.41541,1.0,0.0,1.0,0.03,0.0,2645.4962080024416,,0.0,6.440000000000001e-05,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,0.0,False,False,False,True,True,
mbpp.dev.140,['Write a python function that takes in an integer n and returns the sum of the squares of the first n odd natural numbers.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.381787,1.0,0.06701,1.0,0.02,0.00208,2459.077667008387,,1.0,0.000253,mistralai/mixtral-8x7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.141,"[""Write a function to find the n'th star number.""]",mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.406308,1.0,0.066807,1.0,0.02,0.002061,2161.721166994539,,1.0,0.000288,gpt-3.5-turbo-1106,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.142,['Write a function to find the ascii value of a character.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.474778,1.0,0.066829,1.0,0.02,0.002063,1790.8358749991748,,1.0,0.000214,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.143,['Write a python function to find the sum of even numbers at even positions of a list.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.337919,1.0,0.066904,1.0,0.02,0.00207,2732.5945409975247,,0.0,0.000432,WizardLM/WizardLM-13B-V1.2,1.0,0.0,1.0,False,1.0,True,False,True,False,True,
mbpp.dev.144,['Write a python function that takes in an integer n and finds the sum of the first n even natural numbers that are raised to the fifth power.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.430074,1.0,1.0,1.0,0.03,0.03108,2550.231667002663,,1.0,0.00875,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.145,['Write a function that takes in a list of tuples and returns a list containing the rear element of each tuple.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.330518,1.0,1.0,1.0,0.03,0.03101,2475.0509169971338,,1.0,0.00541,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.146,['Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.349535,1.0,0.067063,1.0,0.02,0.002085,2545.280416990863,,1.0,0.000237,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.147,['Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.375422,1.0,0.0,1.0,0.03,0.0,2559.8375419940567,,1.0,0.0001856,meta/code-llama-instruct-34b-chat,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.148,['Write a function that takes in the radius and height of a cylinder and returns the the volume.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.340249,1.0,1.0,1.0,0.03,0.03097,2463.8290830043843,,1.0,0.00796,mistralai/mistral-7b-chat,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
mbpp.dev.149,['Write a function that takes in a dictionary and integer n and filters the dictionary to only include entries with values greater than or equal to n.'],mbpp,skill_based,1.0,0.0,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-4-1106-preview,OpenAI,advanced,True,0.283615,1.0,1.0,1.0,0.03,0.0311,2470.3449590015225,,1.0,0.00658,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,False,1.0,True,True,False,False,True,
