sample_id,prompt,eval_name,mode,alpha,beta,candidate_pool,disable_gating,router_category,selection_group,selection_reason,classifier_model,classifier_raw_response,classifier_error,selected_model,selected_service,selected_tier,selected_advanced,router_similarity,router_capability_normalized,router_cost_normalized,router_internal_reward,router_category_boost,router_estimated_cost,router_latency_ms,error,selected_benchmark_performance,selected_benchmark_cost,oracle_model,oracle_utility,router_actual_utility,regret,oracle_agreement,max_candidate_performance,task_solvable,routing_success,routing_failure,task_unsolvable,benchmark_lookup_success,benchmark_lookup_error
mbpp.dev.11,['Write a function that returns the perimeter of a square given its side length as input.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.3699,0.721824,0.0,0.144365,0.03,0.0,3293.042500008596,,1.0,3.3e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.110,"['Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.']",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.316556,0.895118,0.0,0.179024,0.03,0.0,3114.3093330028933,,1.0,2.9e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.111,['Write a function that takes in a list and an integer n and returns a list containing the n largest items from the list.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.32863,0.830931,0.0,0.166186,0.03,0.0,2986.1619170114864,,1.0,5.8399999999999997e-05,WizardLM/WizardLM-13B-V1.2,0.99813174,0.99813174,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.112,['Write a function to find the lateral surface area of a cylinder.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.328338,0.6092,0.0,0.12184,0.03,0.0,2900.9789580013603,,0.0,4.4800000000000005e-05,mistralai/mistral-7b-chat,1.0,0.7996257,0.2003743,False,1.0,True,False,True,False,True,
mbpp.dev.113,['Write a function to find the volume of a cube given its side length.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.375552,0.766847,0.0,0.153369,0.03,0.0,2840.5611670023063,,1.0,3.56e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.114,['Write a python function to set all even bits of a given number.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.33675,0.737543,0.0,0.147509,0.03,0.0,2779.3624159967294,,0.0,4.8e-05,claude-instant-v1,0.89100393,0.8,0.09100393,False,1.0,True,False,True,False,True,
mbpp.dev.115,['Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.284069,1.0,0.067063,0.146349,0.02,0.002085,2782.4544999893988,,0.0,0.000411,mistralai/mistral-7b-chat,1.0,0.96926046,0.03073954,False,0.0,False,False,False,True,True,
mbpp.dev.116,['Write a python function to count the number of non-empty substrings of a given string.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.348473,1.0,0.066914,0.146468,0.02,0.002071,2891.0164590051863,,1.0,0.00021,mistralai/mistral-7b-chat,1.0,0.98697685,0.01302315,False,1.0,True,True,False,False,True,
mbpp.dev.117,"['Write a function that takes in positive integers m and n and finds the number of possible sequences of length n, such that each element is a positive integer and is greater than or equal to twice the previous element but less than or equal to m.']",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.400208,0.820116,0.0,0.164023,0.03,0.0,2759.4392920000246,,0.0,8.2e-05,mistralai/mistral-7b-chat,0.8,0.79901849,0.00098151,False,1.0,True,False,True,False,True,
mbpp.dev.118,['Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.320192,0.910479,0.0,0.182096,0.03,0.0,2633.986417000415,,0.0,5.54e-05,mistralai/mistral-7b-chat,0.9998064,0.8,0.1998064,False,1.0,True,False,True,False,True,
mbpp.dev.119,['Write a function to count the total number of characters in a string.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.393654,1.0,0.066872,0.146503,0.02,0.002067,2022.2787920065457,,0.0,0.000174,mistralai/mistral-7b-chat,1.0,0.77757631,0.22242369,False,1.0,True,False,True,False,True,
mbpp.dev.12,['Write a function to remove characters from the first string which are present in the second string.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.267718,1.0,0.066946,0.146443,0.02,0.002074,2681.8424580123974,,1.0,0.000304,WizardLM/WizardLM-13B-V1.2,1.0,0.96932247,0.03067753,False,1.0,True,True,False,False,True,
mbpp.dev.120,['Write a python function to find the next perfect square greater than a given number.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.28955,0.714744,0.0,0.142949,0.03,0.0,2784.9533750122646,,0.0,4.4999999999999996e-05,mistralai/mixtral-8x7b-chat,0.99114314,0.7995996,0.19154354,False,1.0,True,False,True,False,True,
mbpp.dev.121,"['Write a function that takes an array and finds the maximum sum of a bitonic subsequence for the given array, where a sequence is bitonic if it is first increasing and then decreasing.']",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,mistralai/mistral-7b-chat,Self-hosted / Hugging Face / Cloud hosting providers,standard,False,0.349434,0.338913,0.0,0.067783,0.02,0.0,2570.6081249954877,,0.0,4.3e-05,gpt-3.5-turbo-1106,0.96125386,0.8,0.16125386,False,1.0,True,False,True,False,True,
mbpp.dev.122,['Write a function for computing square roots using the babylonian method.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.385451,0.640775,0.0,0.128155,0.03,0.0,2340.4224999976577,,1.0,6.74e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.123,['Write a function to find the length of the longest palindromic subsequence in the given string.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.382951,0.740562,0.0,0.148112,0.03,0.0,2103.824624995468,,0.0,9.74e-05,mistralai/mixtral-8x7b-chat,0.9918028,0.79975557,0.19204723,False,1.0,True,False,True,False,True,
mbpp.dev.124,['Write a function that takes in an integer n and calculates the harmonic sum of n-1.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.418938,1.0,0.066904,0.146477,0.02,0.00207,2592.428125004517,,0.0,0.000263,mistralai/mistral-7b-chat,1.0,0.77816486,0.22183514,False,1.0,True,False,True,False,True,
mbpp.dev.125,['Write a function to find the intersection of two arrays.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.303644,0.840527,0.066829,0.114642,0.02,0.002063,2979.305208995356,,1.0,0.000415,meta/code-llama-instruct-34b-chat,0.99482162,0.97823427,0.01658735,False,1.0,True,True,False,False,True,
mbpp.dev.126,['Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.273934,1.0,0.066989,0.146409,0.02,0.002078,2742.2055000060936,,1.0,0.000392,WizardLM/WizardLM-13B-V1.2,1.0,0.96008076,0.03991924,False,1.0,True,True,False,False,True,
mbpp.dev.127,"['Write a function that takes in a list and an element and inserts the element before each element in the list, and returns the resulting list.']",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.312423,1.0,0.0,0.2,0.03,0.0,2730.876875008107,,0.0,4.44e-05,meta/code-llama-instruct-34b-chat,0.98780803,0.79955755,0.18825048,False,1.0,True,False,True,False,True,
mbpp.dev.128,['Write a python function to convert complex numbers to polar coordinates.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.318851,0.607629,0.0,0.121526,0.03,0.0,2633.0887080112007,,1.0,0.0001608,mistralai/mistral-7b-chat,1.0,0.99235606,0.00764394,False,1.0,True,True,False,False,True,
mbpp.dev.129,['Write a python function that returns the number of integer elements in a given list.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.357006,0.736296,0.0,0.147259,0.03,0.0,2704.5723749906756,,1.0,4.7000000000000004e-05,mistralai/mistral-7b-chat,1.0,0.99883939,0.00116061,False,1.0,True,True,False,False,True,
mbpp.dev.13,['Write a function to find whether a given array of integers contains any duplicate element.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.273353,0.770879,0.066925,0.100636,0.02,0.002072,2713.628625002457,,1.0,0.000212,mistralai/mistral-7b-chat,1.0,0.9817061,0.0182939,False,1.0,True,True,False,False,True,
mbpp.dev.130,"['Write a function that takes in a list and length n, and generates all combinations (with repetition) of the elements of the list and returns a list with a tuple for each combination.']",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.330919,0.767171,0.0,0.153434,0.03,0.0,2699.608666007407,,0.0,5.9399999999999994e-05,WizardLM/WizardLM-13B-V1.2,0.8,0.8,0.0,True,1.0,True,False,True,False,True,
mbpp.dev.131,['Write a python function that takes in a non-negative number and returns the number of prime numbers less than the given non-negative number.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,mistralai/mistral-7b-chat,Self-hosted / Hugging Face / Cloud hosting providers,standard,False,0.357207,0.464043,0.0,0.092809,0.02,0.0,2721.968666999601,,1.0,5.3e-05,mistralai/mistral-7b-chat,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.132,['Write a function that takes in two numbers and returns a tuple with the second number and then the first number.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.34491,1.0,0.066978,0.146417,0.02,0.002077,2726.405582987354,,1.0,0.000138,WizardLM/WizardLM-13B-V1.2,1.0,0.98140755,0.01859245,False,1.0,True,True,False,False,True,
mbpp.dev.133,['Write a function to maximize the given two tuples.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.401054,0.921188,0.066818,0.130783,0.02,0.002062,2639.3903749994934,,0.0,0.000298,meta/code-llama-instruct-34b-chat,0.99445262,0.78523718,0.20921544,False,1.0,True,False,True,False,True,
mbpp.dev.134,['Write a function to find the nth newman–shanks–williams prime number.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.422883,1.0,0.0,0.2,0.03,0.0,2640.7211249897955,,0.0,0.00010800000000000001,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,0.0,False,False,False,True,True,
mbpp.dev.135,['Write a function that takes in two tuples and performs mathematical division operation element-wise across the given tuples.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.34933,0.76743,0.0,0.153486,0.03,0.0,2314.0432499931194,,0.0,4.68e-05,mistralai/mistral-7b-chat,1.0,0.9995626,0.0004374,False,0.0,False,False,False,True,True,
mbpp.dev.136,"['Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.']",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.352339,1.0,0.0,0.2,0.03,0.0,2557.2567080089357,,1.0,9.02e-05,mistralai/mistral-7b-chat,1.0,0.99761219,0.00238781,False,1.0,True,True,False,False,True,
mbpp.dev.137,"[""Write a function to calculate a dog's age in dog's years.""]",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.417967,0.282485,0.0,0.056497,0.03,0.0,2501.301959011471,,0.0,3.56e-05,gpt-3.5-turbo-1106,0.97153074,0.8,0.17153074,False,1.0,True,False,True,False,True,
mbpp.dev.138,"['Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.']",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.336682,1.0,0.0,0.2,0.03,0.0,2677.491791997454,,0.0,8.2e-05,mistralai/mistral-7b-chat,1.0,0.9982009,0.0017991,False,0.0,False,False,False,True,True,
mbpp.dev.139,['Write a function to find the lateral surface area of a cube given its side length.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.374263,0.665323,0.0,0.133065,0.03,0.0,3432.7040839998517,,1.0,4.4200000000000004e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.14,['Write a function to check if the given number is woodball or not.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.41541,1.0,0.0,0.2,0.03,0.0,2731.987166000181,,0.0,6.440000000000001e-05,mistralai/mistral-7b-chat,1.0,0.99585065,0.00414935,False,0.0,False,False,False,True,True,
mbpp.dev.140,['Write a python function that takes in an integer n and returns the sum of the squares of the first n odd natural numbers.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.381787,1.0,0.06701,0.146392,0.02,0.00208,2459.18104199518,,1.0,0.000253,mistralai/mixtral-8x7b-chat,0.99409545,0.98529205,0.0088034,False,1.0,True,True,False,False,True,
mbpp.dev.141,"[""Write a function to find the n'th star number.""]",mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.406308,1.0,0.066807,0.146554,0.02,0.002061,3033.2375839934684,,1.0,0.000288,gpt-3.5-turbo-1106,0.9697279,0.9697279,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.142,['Write a function to find the ascii value of a character.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.442962,0.796515,0.0,0.159303,0.03,0.0,2541.851667003357,,1.0,2.54e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.143,['Write a python function to find the sum of even numbers at even positions of a list.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.318416,0.806026,0.0,0.161205,0.03,0.0,2711.269709005137,,1.0,4.88e-05,WizardLM/WizardLM-13B-V1.2,0.99818,0.99818,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.144,['Write a python function that takes in an integer n and finds the sum of the first n even natural numbers that are raised to the fifth power.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.438749,0.983888,0.067053,0.143135,0.02,0.002084,1805.2195830096025,,1.0,0.000239,WizardLM/WizardLM-13B-V1.2,0.99533827,0.98102274,0.01431553,False,1.0,True,True,False,False,True,
mbpp.dev.145,['Write a function that takes in a list of tuples and returns a list containing the rear element of each tuple.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.308471,0.742569,0.0,0.148514,0.03,0.0,3312.5912079995032,,1.0,4.74e-05,mistralai/mistral-7b-chat,1.0,0.99679061,0.00320939,False,1.0,True,True,False,False,True,
mbpp.dev.146,['Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.349535,1.0,0.067063,0.146349,0.02,0.002085,2594.0074999962235,,1.0,0.000237,mistralai/mistral-7b-chat,0.99749625,0.98094705,0.0165492,False,1.0,True,True,False,False,True,
mbpp.dev.147,['Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.'],mbpp,cost_efficient,0.2,0.8,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.377414,0.889834,0.066989,0.124376,0.02,0.002078,2178.1782080070116,,1.0,0.000476,meta/code-llama-instruct-34b-chat,0.99151804,0.97464707,0.01687097,False,1.0,True,True,False,False,True,
