sample_id,prompt,eval_name,mode,alpha,beta,candidate_pool,disable_gating,router_category,selection_group,selection_reason,classifier_model,classifier_raw_response,classifier_error,selected_model,selected_service,selected_tier,selected_advanced,router_similarity,router_capability_normalized,router_cost_normalized,router_internal_reward,router_category_boost,router_estimated_cost,router_latency_ms,error,selected_benchmark_performance,selected_benchmark_cost,oracle_model,oracle_utility,router_actual_utility,regret,oracle_agreement,max_candidate_performance,task_solvable,routing_success,routing_failure,task_unsolvable,benchmark_lookup_success,benchmark_lookup_error
mbpp.dev.107,['Write a function to find minimum of three numbers.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.41873,0.814667,0.066818,0.506147,0.02,0.002062,2122.481375001371,,1.0,0.000136,WizardLM/WizardLM-13B-V1.2,0.99949431,0.99589014,0.00360417,False,1.0,True,True,False,False,True,
mbpp.dev.108,['Write a python function to check whether all the bits are unset in the given range or not.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.312607,0.465437,0.0,0.302534,0.03,0.0,2622.312499996042,,0.0,5.76e-05,mistralai/mixtral-8x7b-chat,0.9943139,0.35,0.6443139,False,1.0,True,False,True,False,True,
mbpp.dev.109,"['Write a function that takes in an array and an integer n, and re-arranges the first n elements of the given array so that all negative elements appear before positive ones, and where the relative order among negative and positive elements is preserved.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,claude-instant-v1,Anthropic,standard,False,0.297357,0.831539,0.08,0.5125,0.01,0.0025088,2216.9582920032553,,0.0,0.0015854,gpt-3.5-turbo-1106,0.98977173,0.29984338,0.68992835,False,1.0,True,False,True,False,True,
mbpp.dev.11,['Write a function that returns the perimeter of a square given its side length as input.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.389037,0.849318,0.066914,0.528637,0.02,0.002071,1770.4507919988828,,0.0,5.1e-05,WizardLM/WizardLM-13B-V1.2,1.0,0.34867564,0.65132436,False,1.0,True,False,True,False,True,
mbpp.dev.110,"['Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.335481,1.0,0.067042,0.626535,0.02,0.002083,847.3315000010189,,1.0,0.000196,WizardLM/WizardLM-13B-V1.2,1.0,0.98915786,0.01084214,False,1.0,True,True,False,False,True,
mbpp.dev.111,['Write a function that takes in a list and an integer n and returns a list containing the n largest items from the list.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.32863,0.830931,0.0,0.540105,0.03,0.0,1038.2462499983376,,1.0,5.8399999999999997e-05,WizardLM/WizardLM-13B-V1.2,0.99918263,0.99918263,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.112,['Write a function to find the lateral surface area of a cylinder.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.355364,0.829189,0.06685,0.515575,0.02,0.002065,853.3182079991093,,1.0,0.000309,mistralai/mistral-7b-chat,1.0,0.98902003,0.01097997,False,1.0,True,True,False,False,True,
mbpp.dev.113,['Write a function to find the volume of a cube given its side length.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.396245,0.899962,0.066861,0.561574,0.02,0.002066,1090.9510420024162,,1.0,0.000211,WizardLM/WizardLM-13B-V1.2,1.0,0.98635899,0.01364101,False,1.0,True,True,False,False,True,
mbpp.dev.114,['Write a python function to set all even bits of a given number.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.33675,0.737543,0.0,0.479403,0.03,0.0,701.4584169955924,,0.0,4.8e-05,claude-instant-v1,0.95231422,0.35,0.60231422,False,1.0,True,False,True,False,True,
mbpp.dev.115,['Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.284069,1.0,0.067063,0.626528,0.02,0.002085,824.2468329990515,,0.0,0.000411,mistralai/mistral-7b-chat,1.0,0.98655145,0.01344855,False,0.0,False,False,False,True,True,
mbpp.dev.116,['Write a python function to count the number of non-empty substrings of a given string.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.348473,1.0,0.066914,0.62658,0.02,0.002071,846.0093750036322,,1.0,0.00021,mistralai/mistral-7b-chat,1.0,0.99430237,0.00569763,False,1.0,True,True,False,False,True,
mbpp.dev.117,"['Write a function that takes in positive integers m and n and finds the number of possible sequences of length n, such that each element is a positive integer and is greater than or equal to twice the previous element but less than or equal to m.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.400208,0.820116,0.0,0.533075,0.03,0.0,1703.7585829966702,,0.0,8.2e-05,gpt-4-1106-preview,0.65,0.34957059,0.30042941,False,1.0,True,False,True,False,True,
mbpp.dev.118,['Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.320192,0.910479,0.0,0.591812,0.03,0.0,1624.889416998485,,0.0,5.54e-05,mistralai/mistral-7b-chat,0.9999153,0.35,0.6499153,False,1.0,True,False,True,False,True,
mbpp.dev.119,['Write a function to count the total number of characters in a string.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.393654,1.0,0.066872,0.626595,0.02,0.002067,1744.238375002169,,0.0,0.000174,mistralai/mistral-7b-chat,1.0,0.34018963,0.65981037,False,1.0,True,False,True,False,True,
mbpp.dev.12,['Write a function to remove characters from the first string which are present in the second string.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.267718,1.0,0.066946,0.626569,0.02,0.002074,1774.879124990548,,1.0,0.000304,WizardLM/WizardLM-13B-V1.2,1.0,0.98657858,0.01342142,False,1.0,True,True,False,False,True,
mbpp.dev.120,['Write a python function to find the next perfect square greater than a given number.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.28955,0.714744,0.0,0.464584,0.03,0.0,1711.5837919991463,,0.0,4.4999999999999996e-05,mistralai/mixtral-8x7b-chat,0.99612513,0.34982482,0.64630031,False,1.0,True,False,True,False,True,
mbpp.dev.121,"['Write a function that takes an array and finds the maximum sum of a bitonic subsequence for the given array, where a sequence is bitonic if it is first increasing and then decreasing.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.36679,0.599827,0.067169,0.366379,0.02,0.002095,1807.1718330029398,,1.0,0.00078,gpt-3.5-turbo-1106,0.98304856,0.98304856,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.122,['Write a function for computing square roots using the babylonian method.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.417005,0.881463,0.066872,0.549546,0.02,0.002067,1652.2428329917602,,1.0,0.000378,WizardLM/WizardLM-13B-V1.2,1.0,0.99237797,0.00762203,False,1.0,True,True,False,False,True,
mbpp.dev.123,['Write a function to find the length of the longest palindromic subsequence in the given string.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.382951,0.740562,0.0,0.481365,0.03,0.0,1742.3426249879412,,0.0,9.74e-05,mistralai/mixtral-8x7b-chat,0.99641372,0.34989306,0.64652066,False,1.0,True,False,True,False,True,
mbpp.dev.124,['Write a function that takes in an integer n and calculates the harmonic sum of n-1.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.418938,1.0,0.066904,0.626584,0.02,0.00207,1937.1357089985395,,0.0,0.000263,mistralai/mistral-7b-chat,1.0,0.34044713,0.65955287,False,1.0,True,False,True,False,True,
mbpp.dev.125,['Write a function to find the intersection of two arrays.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.303644,0.840527,0.066829,0.522952,0.02,0.002063,2376.970083991182,,1.0,0.000415,meta/code-llama-instruct-34b-chat,0.99773446,0.99047749,0.00725697,False,1.0,True,True,False,False,True,
mbpp.dev.126,['Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.273934,1.0,0.066989,0.626554,0.02,0.002078,2420.4272919887444,,1.0,0.000392,WizardLM/WizardLM-13B-V1.2,1.0,0.98253533,0.01746467,False,1.0,True,True,False,False,True,
mbpp.dev.127,"['Write a function that takes in a list and an element and inserts the element before each element in the list, and returns the resulting list.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.312423,1.0,0.0,0.65,0.03,0.0,1963.3211659966037,,0.0,4.44e-05,meta/code-llama-instruct-34b-chat,0.99466601,0.34980643,0.64485958,False,1.0,True,False,True,False,True,
mbpp.dev.128,['Write a python function to convert complex numbers to polar coordinates.'],mbpp,mixed,0.65,0.35,all,False,code_generation,advanced_model_group,advanced semantic match or complex request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,meta/code-llama-instruct-34b-chat,Self-hosted / Cloud hosting providers,advanced,True,0.318851,0.607629,0.0,0.394959,0.03,0.0,1713.4703330084449,,1.0,0.0001608,mistralai/mistral-7b-chat,1.0,0.99665577,0.00334423,False,1.0,True,True,False,False,True,
mbpp.dev.129,['Write a python function that returns the number of integer elements in a given list.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.357006,0.736296,0.0,0.478592,0.03,0.0,1736.8618329928722,,1.0,4.7000000000000004e-05,mistralai/mistral-7b-chat,1.0,0.99949224,0.00050776,False,1.0,True,True,False,False,True,
mbpp.dev.13,['Write a function to find whether a given array of integers contains any duplicate element.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.273353,0.770879,0.066925,0.477647,0.02,0.002072,1723.525499997777,,1.0,0.000212,mistralai/mistral-7b-chat,1.0,0.99199642,0.00800358,False,1.0,True,True,False,False,True,
mbpp.dev.130,"['Write a function that takes in a list and length n, and generates all combinations (with repetition) of the elements of the list and returns a list with a tuple for each combination.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.345495,0.819953,0.067169,0.50946,0.02,0.002095,2402.05204198719,,0.0,0.000341,claude-v2,0.69565669,0.33671806,0.35893863,False,1.0,True,False,True,False,True,
mbpp.dev.131,['Write a python function that takes in a non-negative number and returns the number of prime numbers less than the given non-negative number.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.375004,0.726754,0.067053,0.448922,0.02,0.002084,1999.2478330095764,,1.0,0.00035,mistralai/mistral-7b-chat,1.0,0.99215886,0.00784114,False,1.0,True,True,False,False,True,
mbpp.dev.132,['Write a function that takes in two numbers and returns a tuple with the second number and then the first number.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.34491,1.0,0.066978,0.626558,0.02,0.002077,2413.3797499962384,,1.0,0.000138,WizardLM/WizardLM-13B-V1.2,1.0,0.9918658,0.0081342,False,1.0,True,True,False,False,True,
mbpp.dev.133,['Write a function to maximize the given two tuples.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.401054,0.921188,0.066818,0.575386,0.02,0.002062,2448.8027500046883,,0.0,0.000298,meta/code-llama-instruct-34b-chat,0.99757302,0.34354127,0.65403175,False,1.0,True,False,True,False,True,
mbpp.dev.134,['Write a function to find the nth newman–shanks–williams prime number.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.422883,1.0,0.0,0.65,0.03,0.0,2421.3158749917056,,0.0,0.00010800000000000001,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,0.0,False,False,False,True,True,
mbpp.dev.135,['Write a function that takes in two tuples and performs mathematical division operation element-wise across the given tuples.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.382426,0.997597,0.06701,0.624984,0.02,0.00208,2551.77241700585,,0.0,0.000336,mistralai/mistral-7b-chat,1.0,0.98723098,0.01276902,False,0.0,False,False,False,True,True,
mbpp.dev.136,"['Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.352339,1.0,0.0,0.65,0.03,0.0,1963.3780419972027,,1.0,9.02e-05,mistralai/mistral-7b-chat,1.0,0.99895533,0.00104467,False,1.0,True,True,False,False,True,
mbpp.dev.137,"[""Write a function to calculate a dog's age in dog's years.""]",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.437168,0.441648,0.066839,0.263678,0.02,0.002064,2208.585416999995,,1.0,0.000366,gpt-3.5-turbo-1106,0.9875447,0.9875447,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.138,"['Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.']",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.336682,1.0,0.0,0.65,0.03,0.0,2717.630042010569,,0.0,8.2e-05,mistralai/mistral-7b-chat,1.0,0.99921289,0.00078711,False,0.0,False,False,False,True,True,
mbpp.dev.139,['Write a function to find the lateral surface area of a cube given its side length.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.374263,0.665323,0.0,0.43246,0.03,0.0,2304.9337080010446,,1.0,4.4200000000000004e-05,WizardLM/WizardLM-13B-V1.2,1.0,1.0,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.14,['Write a function to check if the given number is woodball or not.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.41541,1.0,0.0,0.65,0.03,0.0,1984.1073749994393,,0.0,6.440000000000001e-05,mistralai/mistral-7b-chat,1.0,0.99818466,0.00181534,False,0.0,False,False,False,True,True,
mbpp.dev.140,['Write a python function that takes in an integer n and returns the sum of the squares of the first n odd natural numbers.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.381787,1.0,0.06701,0.626546,0.02,0.00208,4037.4251660105074,,1.0,0.000253,mistralai/mixtral-8x7b-chat,0.99741676,0.99356527,0.00385149,False,1.0,True,True,False,False,True,
mbpp.dev.141,"[""Write a function to find the n'th star number.""]",mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.406308,1.0,0.066807,0.626618,0.02,0.002061,2310.8152909990167,,1.0,0.000288,gpt-3.5-turbo-1106,0.98675596,0.98675596,0.0,True,1.0,True,True,False,False,True,
mbpp.dev.142,['Write a function to find the ascii value of a character.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.474778,1.0,0.066829,0.62661,0.02,0.002063,2752.6947500009555,,1.0,0.000214,WizardLM/WizardLM-13B-V1.2,1.0,0.98991382,0.01008618,False,1.0,True,True,False,False,True,
mbpp.dev.143,['Write a python function to find the sum of even numbers at even positions of a list.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.337919,1.0,0.066904,0.626584,0.02,0.00207,2483.666667001671,,0.0,0.000432,WizardLM/WizardLM-13B-V1.2,0.99920375,0.33394758,0.66525617,False,1.0,True,False,True,False,True,
mbpp.dev.144,['Write a python function that takes in an integer n and finds the sum of the first n even natural numbers that are raised to the fifth power.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.438749,0.983888,0.067053,0.616059,0.02,0.002084,2091.9895000115503,,1.0,0.000239,WizardLM/WizardLM-13B-V1.2,0.99796049,0.99169745,0.00626304,False,1.0,True,True,False,False,True,
mbpp.dev.145,['Write a function that takes in a list of tuples and returns a list containing the rear element of each tuple.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,WizardLM/WizardLM-13B-V1.2,Self-hosted / Hugging Face,standard,False,0.308471,0.742569,0.0,0.48267,0.03,0.0,2397.4630839948077,,1.0,4.74e-05,mistralai/mistral-7b-chat,1.0,0.99859589,0.00140411,False,1.0,True,True,False,False,True,
mbpp.dev.146,['Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.349535,1.0,0.067063,0.626528,0.02,0.002085,2932.282458001282,,1.0,0.000237,mistralai/mistral-7b-chat,0.99890461,0.99166433,0.00724028,False,1.0,True,True,False,False,True,
mbpp.dev.147,['Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.377414,0.889834,0.066989,0.554946,0.02,0.002078,2519.3616670003394,,1.0,0.000476,meta/code-llama-instruct-34b-chat,0.99628914,0.98890809,0.00738105,False,1.0,True,True,False,False,True,
mbpp.dev.148,['Write a function that takes in the radius and height of a cylinder and returns the the volume.'],mbpp,mixed,0.65,0.35,all,False,code_generation,standard_model_group,standard request,katanemo/Arch-Router-1.5B,{'route': 'code_generation'},,gpt-3.5-turbo-1106,OpenAI,standard,False,0.342717,0.916055,0.066936,0.572008,0.02,0.002073,2709.1204169992125,,1.0,0.000233,mistralai/mistral-7b-chat,1.0,0.99120386,0.00879614,False,1.0,True,True,False,False,True,
